"ID","condition","order","time","probe_interval","response","response_time_for_beep","trial_text"
"4270487","structured","10","391615","18000","output","1366","私は都内の企業に勤めている市がないサラリーマンだ。毎日残業が多くやりがいはあるものの疲れがたまる一方の毎日を過ごしている。
先日大きなプロジェクトを終わらせたこともあり長期の休暇を取ってふと一人旅に出かけることにした。
時間に余裕があるので車を運転しての移動より普段はあまり使わないローカル線でののんびりとした旅をすることにした。

出発してしばらくは順調に旅程を進めることが出来たが、とある地方のローカル線でたまたま運悪く運休している区間がありその先に進むことが出来なくなった。
タクシーを拾って運休区間を進もうかと思ったが、結構な距離がありとち"
"4408530","structured","4","180426","33000","output","3747","5歳で柔道をはじめた健は、オリンピックを目指して毎日柔道に励んでいます。15歳になる頃、健は親におねが"
"5227688","structured","7","292569","16000","planning","2233","山野ノボル60歳は定年退職を機に、憧れだった富士山登山に挑戦してみることにした。若い頃からひ弱で体力面には自信がなかったが、テレビや本の影響で富士山登山への思いは強まるばかり。
不安と期待を抱きつつ、山登りへの準備をすすめることにした。まずは体力作りのために1時間のウォーキングをすることにしたノボル。しかし思いの外、体力を消耗し30分歩くだけでバテテしまった。このままでは富士山どころではない。まずは"
"163607","structured","0","58102","44000","planning","1764","朝、毎日欠かさない庭に植えた植物のみずやりｗ"
"4818552","structured","1","70254","16000","planning","1901","少女は少し変わった性格をしていた。ぎむきょういｋ"
"5231896","structured","4","186154","32000","output","1802","今までずっと生まれからずっとともに携わってい来たこの森を少しでも元気にするために、どうしても動きたくなった少年が、何かやり方がないのか、必死に考えていた。途方に暮れていたが、少女に出会った。その少女もおなじかんがえ"
"4441706","structured","2","89559","27000","output","1977","田中太郎は、子供のころから野球を見ることが好きであった。彼はもともとテレビで野球"
"6157211","structured","1","74673","38000","output","1189","1．ある日、人間がペットショップを覗いていると、ふと一つの水槽が目に入った。人間は一目見て魚に恋に落ちた。てんいん"
"5127776","structured","7","341225","21000","planning","1552","港町に暮らす青年カイは、祖父から受け継いだ古い羅針盤を持っていた。針はある日、みんなから恐れられる「黒嵐の海」をまっすぐ示すしていた。

　カイは炎を操るエリン、海中を泳ぐトウマ、風を読むミラと出航した。嵐の中、氷塊や巨大な渦が行く手を阻むが、仲間の力を合わせ突破した。

　嵐の先には黄金の島と財宝が眠っており、カイたちは無事に全ての財宝を持ち帰って財政難だった港町を救う。だが羅針盤は再び別の方角を指し、次の冒険を告げていた。

"
"4408530","structured","5","205692","19000","output","2849","5歳で柔道をはじめた健は、オリンピックを目指して毎日柔道に励んでいます。15歳になる頃、健は親におねがいして柔道の"
"5227688","structured","8","318091","21000","planning","3204","山野ノボル60歳は定年退職を機に、憧れだった富士山登山に挑戦してみることにした。若い頃からひ弱で体力面には自信がなかったが、テレビや本の影響で富士山登山への思いは強まるばかり。
不安と期待を抱きつつ、山登りへの準備をすすめることにした。まずは体力作りのために1時間のウォーキングをすることにしたノボル。しかし思いの外、体力を消耗し30分歩くだけでバテテしまった。このままでは富士山どころではない。まずは体力作り、食事面などを見直すことにした"
"276409","structured","8","294865","31000","output","4240","ある日目の前に先祖の幽霊が現れて自分の行いがあまりにも人の道から外れているので呪いをかけて3日以内に改心しなければあの世に連れて行ってやると脅された。解決する方法は2人の他人心から"
"4270487","structured","11","423142","29000","output","1701","私は都内の企業に勤めている市がないサラリーマンだ。毎日残業が多くやりがいはあるものの疲れがたまる一方の毎日を過ごしている。
先日大きなプロジェクトを終わらせたこともあり長期の休暇を取ってふと一人旅に出かけることにした。
時間に余裕があるので車を運転しての移動より普段はあまり使わないローカル線でののんびりとした旅をすることにした。

出発してしばらくは順調に旅程を進めることが出来たが、とある地方のローカル線でたまたま運悪く運休している区間がありその先に進むことが出来なくなった。
タクシーを拾って運休区間を進もうかと思ったが、結構な距離があり土地勘もないので費用面で難しいと感じバスなどの公共交通機関やふりあえ"
"201371","structured","0","219127","29000","planning","2086",
"4818552","structured","2","100774","27000","planning","1635","少女は少し変わった性格をしていた。学校"
"6492409","structured","0","24496","19000","planning","1891","ある国に"
"4858226","structured","5","210102","44000","output","1241","ある日、突然ある国から伝染病が起き始める。
過去にない症状なので初めのころはパニック状態が続いた。
いろんな国の学者や医者がこの病原菌について調べ始めたが、なかなかいい答えが見つからなかった。
この病原菌のもっとも近くにいたのはその学者たちであって、やはり"
"5127776","structured","8","364480","19000","output","2375","港町に暮らす青年カイは、祖父から受け継いだ古い羅針盤を持っていた。針はある日、みんなから恐れられる「黒嵐の海」をまっすぐ示すしていた。

　カイは炎を操るエリン、海中を泳ぐトウマ、風を読むミラと出航した。嵐の中、氷塊や巨大な渦が行く手を阻むが、仲間の力を合わせ突破した。

　嵐の先には黄金の島と財宝が眠っており、カイたちは無事に全ての財宝を持ち帰って財政難だった港町を救う。夜にはうただが羅針盤は再び別の方角を指し、次の冒険を告げていた。

"
"5231896","structured","5","221344","30000","output","1675","今までずっと生まれからずっとともに携わってい来たこの森を少しでも元気にするために、どうしても動きたくなった少年が、何かやり方がないのか、必死に考えていた。途方に暮れていたが、少女に出会った。その少女も同じ考えで、一緒に行動する事になった。その少女は助けられる"
"5227688","structured","9","343771","22000","output","2049","山野ノボル60歳は定年退職を機に、憧れだった富士山登山に挑戦してみることにした。若い頃からひ弱で体力面には自信がなかったが、テレビや本の影響で富士山登山への思いは強まるばかり。
不安と期待を抱きつつ、山登りへの準備をすすめることにした。まずは体力作りのために1時間のウォーキングをすることにしたノボル。しかし思いの外、体力を消耗し30分歩くだけでバテテしまった。このままでは富士山どころではない。まずは体力作り、食事面などを見直すことにした。少しずつ体力を強化していく"
"163607","structured","1","105779","43000","output","2116","朝、毎日欠かさない庭に植えた植物の水やりをしながら庭の隅に目をやると、う"
"4441706","structured","3","126759","32000","output","1928","田中太郎は、子供のころから野球を見ることが好きであった。彼はもともとテレビで野球を見ているだけであったが、次第に自分でも野球がしたいと思うようになった。そのことを太郎はｒ"
"6157211","structured","2","109458","31000","output","980","1．ある日、人間がペットショップを覗いていると、ふと一つの水槽が目に入った。人間は一目見て魚に恋に落ちた。店員に自分が恋をしたことを伝えると、「頭がおかしいのか？」と嘲笑されてしまう。それでも、"
"4408530","structured","6","240146","30000","output","3276","5歳で柔道をはじめた健は、オリンピックを目指して毎日柔道に励んでいます。15歳になる頃、健は親に柔道の名門高校に進学したいとお"
"6492409","structured","1","47986","18000","output","1552","ある国に妹のエマという"
"5138531","structured","0","28525","24000","output","1355","小さな町の片隅に魚屋があり、ろうｈ"
"4818552","structured","3","137166","32000","planning","1813","少女は少し変わった性格をしていた。そのため、学校ではいつも一人だった。
そんな折、一人の生徒を殴ってしまい、そのｓ"
"276409","structured","9","342591","41000","output","3391","ある日目の前に先祖の幽霊が現れて自分の行いがあまりにも人の道から外れているので呪いをかけて3日以内に改心しなければあの世に連れて行ってやると脅された。解決する方法は2人の他人から感謝されるようなことをしなければならないｔ"
"4270487","structured","12","469310","44000","output","1030","私は都内の企業に勤めている市がないサラリーマンだ。毎日残業が多くやりがいはあるものの疲れがたまる一方の毎日を過ごしている。
先日大きなプロジェクトを終わらせたこともあり長期の休暇を取ってふと一人旅に出かけることにした。
時間に余裕があるので車を運転しての移動より普段はあまり使わないローカル線でののんびりとした旅をすることにした。

出発してしばらくは順調に旅程を進めることが出来たが、とある地方のローカル線でたまたま運悪く運休している区間がありその先に進むことが出来なくなった。
タクシーを拾って運休区間を進もうかと思ったが、結構な距離があり土地勘もないので費用面で難しいと感じバスなどの公共交通機関や振り替えがないかと方々問い合わせていると徐々に日が暮れてきた。
仮にバス路線があったとしても田舎であればさいしゅうばｓ"
"5231896","structured","6","251855","27000","output","1479","今までずっと生まれからずっとともに携わってい来たこの森を少しでも元気にするために、どうしても動きたくなった少年が、何かやり方がないのか、必死に考えていた。途方に暮れていたが、少女に出会った。その少女も同じ考えで、一緒に行動する事になった。その少女は助けられるアイテムを知っているという事で、一緒に探しに行きました。すぐに見つける事が出来まし"
"4858226","structured","6","246863","34000","output","1030","ある日、突然ある国から伝染病が起き始める。
過去にない症状なので初めのころはパニック状態が続いた。
いろんな国の学者や医者がこの病原菌について調べ始めたが、なかなかいい答えが見つからなかった。
この病原菌のもっとも近くにいたのはその学者たちであって、感染するｎ"
"163607","structured","2","134020","23000","planning","1567","朝、毎日欠かさない庭に植えた植物の水やりをしながら庭の隅に目をやると、植えた覚えのない植物が芽を出している。
"
"6492409","structured","2","69710","18000","planning","982","ある国に妹のエマという王族の姉妹がいた。"
"5127776","structured","9","408165","40000","output","1795","港町に暮らす青年カイは、祖父から受け継いだ古い羅針盤を持っていた。針はある日、みんなから恐れられる「黒嵐の海」をまっすぐ示すしていた。

　カイは炎を操るエリン、海中を泳ぐトウマ、風を読むミラと出航した。嵐の中、氷塊や巨大な渦が行く手を阻むが、仲間の力を合わせ突破した。

　嵐の先には黄金の島と財宝が眠っており、カイたちは無事に全ての財宝を持ち帰って財政難だった港町を救う。夜には宴がひらかれて皆喜んだ。ふが羅針盤は再び別の方角を指し、次の冒険を告げていた。

"
"4408530","structured","7","269652","24000","output","4022","5歳で柔道をはじめた健は、オリンピックを目指して毎日柔道に励んでいます。15歳になる頃、健は親に柔道の名門高校に進学したいとお願いします。そして、そこで柔道を始めますが"
"201371","structured","1","270316","41000","output","2598","カラスは、右の翼がわずかに短いため、他の仲間たちのように速く、高く飛べませんでした。いつも群れの後ろを飛び、見慣れた山間の集落で物思いにふけるのが彼の日常でした。

ある年、厳しい冬が訪れる兆しが見え、群れは温暖な南の森への大移動を決意します。カラスも必死に皆についていこうとしますが、体力はみるみるうちに消耗していきました。そして、旅の途中で嵐に遭い、ついに群れからはぐれてしまいます。傷ついた翼はさらに痛みを増し、たどり着いた見知らぬ森で動けなくなってしまいました。

絶望に打ちひしがれるカラスでしたが、故郷の集落で培われた鋭い観察力が彼を救います。他の動物たちが見向きもしない、人間の残した食べ物のありかを彼は知っていました。また、速く飛べない代わりに、彼は地面を歩き、低い木々を伝い、傷ついた翼でも安全に移動できる独自のルートを見つけ出します。そうして、彼はついに南の森へとたどり着くのです。

遅れて到着したカラスは、群れの仲間たちを驚かせました。彼がもたらした、人間の知恵を活かした食料の知識は、皆の食卓を豊かにし、ハシビロはいつしか群れの中で、なくてはならない存在になっていきました。彼の弱点だった翼は、彼が自分だけの強みを見つけるための、かけがえのない道しるべとなったのでした。"
"5227688","structured","10","384319","37000","planning","2564","山野ノボル60歳は定年退職を機に、憧れだった富士山登山に挑戦してみることにした。若い頃からひ弱で体力面には自信がなかったが、テレビや本の影響で富士山登山への思いは強まるばかり。
不安と期待を抱きつつ、山登りへの準備をすすめることにした。まずは体力作りのために1時間のウォーキングをすることにしたノボル。しかし思いの外、体力を消耗し30分歩くだけでバテテしまった。このままでは富士山どころではない。まずは体力作り、食事面などを見直すことにした。少しずつ体力を強化していくノボル。1時間のウォーキングもへばらずこなせるようになり、食後のプロテインを"
"4270487","structured","13","493510","22000","output","1108","私は都内の企業に勤めている市がないサラリーマンだ。毎日残業が多くやりがいはあるものの疲れがたまる一方の毎日を過ごしている。
先日大きなプロジェクトを終わらせたこともあり長期の休暇を取ってふと一人旅に出かけることにした。
時間に余裕があるので車を運転しての移動より普段はあまり使わないローカル線でののんびりとした旅をすることにした。

出発してしばらくは順調に旅程を進めることが出来たが、とある地方のローカル線でたまたま運悪く運休している区間がありその先に進むことが出来なくなった。
タクシーを拾って運休区間を進もうかと思ったが、結構な距離があり土地勘もないので費用面で難しいと感じバスなどの公共交通機関や振り替えがないかと方々問い合わせていると徐々に日が暮れてきた。
仮にバス路線があったとしても田舎であれば最終便時間も早いだろうし土地勘のないと"
"5138531","structured","1","66526","33000","output","1262","小さな町の片隅に魚屋があり、老夫婦がその魚屋で勤めていた。その町"
"4441706","structured","4","177438","45000","other","1684","田中太郎は、子供のころから野球を見ることが好きであった。彼はもともとテレビで野球を見ているだけであったが、次第に自分でも野球がしたいと思うようになった。そのことを太郎は両親に相談したところ、地元で活動しているリトルリーグのチームを教えてもらった。"
"6157211","structured","3","157538","45000","output","885","1．ある日、人間がペットショップを覗いていると、ふと一つの水槽が目に入った。人間は一目見て魚に恋に落ちた。店員に自分が恋をしたことを伝えると、「頭がおかしいのか？」と嘲笑されてしまう。それでも、自分の恋心に正直になりたいと願った人間は、魚を購入しようとする。しかし、不審に思った店員に購入を"
"4858226","structured","7","274143","24000","output","963","ある日、突然ある国から伝染病が起き始める。
過去にない症状なので初めのころはパニック状態が続いた。
いろんな国の学者や医者がこの病原菌について調べ始めたが、なかなかいい答えが見つからなかった。
この病原菌のもっとも近くにいたのはその学者たちであったので、だんだんと感染者が"
"5231896","structured","7","280710","26000","planning","1419","今までずっと生まれからずっとともに携わってい来たこの森を少しでも元気にするために、どうしても動きたくなった少年が、何かやり方がないのか、必死に考えていた。途方に暮れていたが、少女に出会った。その少女も同じ考えで、一緒に行動する事になった。その少女は助けられるアイテムを知っているという事で、一緒に探しに行きました。すぐに見つける事が出来ましたが、み"
"5227688","structured","11","409568","21000","output","1833","山野ノボル60歳は定年退職を機に、憧れだった富士山登山に挑戦してみることにした。若い頃からひ弱で体力面には自信がなかったが、テレビや本の影響で富士山登山への思いは強まるばかり。
不安と期待を抱きつつ、山登りへの準備をすすめることにした。まずは体力作りのために1時間のウォーキングをすることにしたノボル。しかし思いの外、体力を消耗し30分歩くだけでバテテしまった。このままでは富士山どころではない。まずは体力作り、食事面などを見直すことにした。少しずつ体力を強化していくノボル。1時間のウォーキングもへばらずこなせるようになり、食後のプロテインを摂取したり余念がない。登山用グッズも揃え、"
"4409144","structured","0","44795","40000","planning","1841","勉強が苦手な小学三年生のまみはどうしたらテストで良い点が撮れる"
"4270487","structured","14","511701","16000","output","1080","私は都内の企業に勤めている市がないサラリーマンだ。毎日残業が多くやりがいはあるものの疲れがたまる一方の毎日を過ごしている。
先日大きなプロジェクトを終わらせたこともあり長期の休暇を取ってふと一人旅に出かけることにした。
時間に余裕があるので車を運転しての移動より普段はあまり使わないローカル線でののんびりとした旅をすることにした。

出発してしばらくは順調に旅程を進めることが出来たが、とある地方のローカル線でたまたま運悪く運休している区間がありその先に進むことが出来なくなった。
タクシーを拾って運休区間を進もうかと思ったが、結構な距離があり土地勘もないので費用面で難しいと感じバスなどの公共交通機関や振り替えがないかと方々問い合わせていると徐々に日が暮れてきた。
仮にバス路線があったとしても田舎であれば最終便時間も早いだろうし土地勘のない停留所で終点になったら目も当てられない。
"
"4818552","structured","4","183231","41000","output","1785","少女は少し変わった性格をしていた。そのため、学校ではいつも一人だった。
そんな折、一人の生徒を殴ってしまい、その生徒の親御さんから訴えられてしまった。
訴えられて裁判沙汰になり、転校を余儀なくされた。
転校先の学校ではｓ"
"6492409","structured","3","105910","31000","output","1718","ある国に妹のエマという王族の姉妹がいた。両親は死亡しており、姉が王女になる戴冠式を迎えようとしていｒ"
"201371","structured","2","305072","30000","revision","2498","カラスは、右の翼がわずかに短いため、他の仲間たちのように速く、高く飛べませんでした。いつも群れの後ろを飛び、見慣れた山間の集落で物思いにふけるのが彼の日常でした。

ある年、厳しい冬が訪れる兆しが見え、群れは温暖な南の森への大移動を決意します。カラスも必死に皆についていこうとしますが、体力はみるみるうちに消耗していきました。そして、旅の途中で嵐に遭い、ついに群れからはぐれてしまいます。傷ついた翼はさらに痛みを増し、たどり着いた見知らぬ森で動けなくなってしまいました。

絶望に打ちひしがれるカラスでしたが、故郷の集落で培われた鋭い観察力が彼を救います。他の動物たちが見向きもしない、人間の残した食べ物のありかを彼は知っていました。また、速く飛べない代わりに、彼は地面を歩き、低い木々を伝い、傷ついた翼でも安全に移動できる独自のルートを見つけ出します。そうして、彼はついに南の森へとたどり着くのです。

遅れて到着したカラスは、群れの仲間たちを驚かせました。彼がもたらした、人間の知恵を活かした食料の知識は、皆の食卓を豊かにし、カラスはいつしか群れの中で、なくてはならない存在になっていきました。彼の弱点だった翼は、彼が自分だけの強みを見つけるための、かけがえのない道しるべとなったのでした。"
"276409","structured","10","392320","45000","output","2687","ある日目の前に先祖の幽霊が現れて自分の行いがあまりにも人の道から外れているので呪いをかけて3日以内に改心しなければあの世に連れて行ってやると脅された。解決する方法は2人の他人から感謝されるようなことをしなければならないと言われた。仕方がないので困っている人を探して救ううしかないと辺りを見回したけど"
"163607","structured","3","181256","44000","output","1659","朝、毎日欠かさない庭に植えた植物の水やりをしながら庭の隅に目をやると、植えた覚えのない植物が芽を出している。
何処からか飛んできた種が芽吹いたのか小さな芽が可愛らしく、他の植物同様に"
"5138531","structured","2","91229","19000","planning","1204","小さな町の片隅に魚屋があり、老夫婦がその魚屋で勤めていた。その町には猫がたくさん住んでいて、その中に"
"4408530","structured","8","309788","34000","output","4746","5歳で柔道をはじめた健は、オリンピックを目指して毎日柔道に励んでいます。15歳になる頃、健は親に柔道の名門高校に進学したいとお願いします。そして、そこで柔道を始めますが、そこでは先輩からのいじめやシゴキが半端ではなく、か"
"5127776","structured","10","453084","41000","planning","1741","港町に暮らす青年カイは、祖父から受け継いだ古い羅針盤を持っていた。この羅針盤は、針はある日、みんなから恐れられる「黒嵐の海」をまっすぐ示すしていた。

　カイは炎を操るエリン、海中を泳ぐトウマ、風を読むミラと出航した。嵐の中、氷塊や巨大な渦が行く手を阻むが、仲間の力を合わせ突破した。

　嵐の先には黄金の島と財宝が眠っており、カイたちは無事に全ての財宝を持ち帰って財政難だった港町を救う。夜には宴がひらかれて皆喜んだ。ふと、カイが羅針盤に目をやると、羅針盤は再び別の方角を指し、次の冒険を告げていた。

"
"4441706","structured","5","209775","28000","output","1565","田中太郎は、子供のころから野球を見ることが好きであった。彼はもともとテレビで野球を見ているだけであったが、次第に自分でも野球がしたいと思うようになった。そのことを太郎は両親に相談したところ、地元で活動しているリトルリーグのチームを教えてもらった。太郎は興味があったので、このチームに入って野球を始めることにした。
"
"6157211","structured","4","193124","33000","output","912","1．ある日、人間がペットショップを覗いていると、ふと一つの水槽が目に入った。人間は一目見て魚に恋に落ちた。店員に自分が恋をしたことを伝えると、「頭がおかしいのか？」と嘲笑されてしまう。それでも、自分の恋心に正直になりたいと願った人間は、魚を購入しようとする。しかし、不審に思った店員に購入を断られてしまう。「そんなに買いたかったら10ば」"
"5227688","structured","12","431764","19000","planning","1795","山野ノボル60歳は定年退職を機に、憧れだった富士山登山に挑戦してみることにした。若い頃からひ弱で体力面には自信がなかったが、テレビや本の影響で富士山登山への思いは強まるばかり。
不安と期待を抱きつつ、山登りへの準備をすすめることにした。まずは体力作りのために1時間のウォーキングをすることにしたノボル。しかし思いの外、体力を消耗し30分歩くだけでバテテしまった。このままでは富士山どころではない。まずは体力作り、食事面などを見直すことにした。少しずつ体力を強化していくノボル。1時間のウォーキングもへばらずこなせるようになり、食後のプロテインを摂取したり余念がない。登山用グッズも揃えた。富士山へ挑む"
