success,trial_type,trial_index,time_elapsed,internal_node_id,ID,condition,StartTime,EndTime,task,rt,stimulus,response,view_history,trial_type_custom,rt_pra_or_main,delay
NULL,html-keyboard-response,16,102562,0.0-5.0,5398551,control,2025/8/8 11:24,2025/8/8 11:28,NULL,3103,"<p style=""text-align: left"">練習は以上です。</p>
               <p style=""text-align: left"">この後、本番課題に入ります。</p>
               <p style=""text-align: left"">ビープ音の音量が気になる方は、パソコンの音量設定をここで変更ください。</p>
               <p style=""text-align: left""><strong>本番も、ビープ音が聞こえ次第すぐにTabキーを押してください。</strong></p>
               <p><br><br></p>
               <p><strong>準備ができたらスペースキーを押してください。</strong></p>", ,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,17,104840,0.0-6.0-0.0,5398551,control,2025/8/8 11:24,2025/8/8 11:28,start_screen,2278,<p>準備ができたらスペースキーを押してください。課題が始まります。</p>, ,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,18,105841,0.0-6.0-1.0,5398551,control,2025/8/8 11:24,2025/8/8 11:28,fixation,NULL,"<p style=""font-size:48px;"">+</p>",NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,19,107966,0.0-6.0-2.0,5398551,control,2025/8/8 11:24,2025/8/8 11:28,rt_trial,2125,"<div id=""fixation"" style=""font-size: 48px;"">+</div>",tab,NULL,rt_trial,main,1811
NULL,html-keyboard-response,20,108467,0.0-6.0-3.0,5398551,control,2025/8/8 11:24,2025/8/8 11:28,white_screen,NULL,,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,21,109013,0.0-6.0-0.1,5398551,control,2025/8/8 11:24,2025/8/8 11:28,start_screen,545,<p>準備ができたらスペースキーを押してください。課題が始まります。</p>, ,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,22,110014,0.0-6.0-1.1,5398551,control,2025/8/8 11:24,2025/8/8 11:28,fixation,NULL,"<p style=""font-size:48px;"">+</p>",NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,23,112182,0.0-6.0-2.1,5398551,control,2025/8/8 11:24,2025/8/8 11:28,rt_trial,2168,"<div id=""fixation"" style=""font-size: 48px;"">+</div>",tab,NULL,rt_trial,main,1809
NULL,html-keyboard-response,24,112683,0.0-6.0-3.1,5398551,control,2025/8/8 11:24,2025/8/8 11:28,white_screen,NULL,,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,25,113068,0.0-6.0-0.2,5398551,control,2025/8/8 11:24,2025/8/8 11:28,start_screen,384,<p>準備ができたらスペースキーを押してください。課題が始まります。</p>, ,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,26,114069,0.0-6.0-1.2,5398551,control,2025/8/8 11:24,2025/8/8 11:28,fixation,NULL,"<p style=""font-size:48px;"">+</p>",NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,27,115743,0.0-6.0-2.2,5398551,control,2025/8/8 11:24,2025/8/8 11:28,rt_trial,1674,"<div id=""fixation"" style=""font-size: 48px;"">+</div>",tab,NULL,rt_trial,main,1338
NULL,html-keyboard-response,28,116244,0.0-6.0-3.2,5398551,control,2025/8/8 11:24,2025/8/8 11:28,white_screen,NULL,,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,29,116788,0.0-6.0-0.3,5398551,control,2025/8/8 11:24,2025/8/8 11:28,start_screen,544,<p>準備ができたらスペースキーを押してください。課題が始まります。</p>, ,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,30,117790,0.0-6.0-1.3,5398551,control,2025/8/8 11:24,2025/8/8 11:28,fixation,NULL,"<p style=""font-size:48px;"">+</p>",NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,31,120431,0.0-6.0-2.3,5398551,control,2025/8/8 11:24,2025/8/8 11:28,rt_trial,2641,"<div id=""fixation"" style=""font-size: 48px;"">+</div>",tab,NULL,rt_trial,main,2314
NULL,html-keyboard-response,32,120935,0.0-6.0-3.3,5398551,control,2025/8/8 11:24,2025/8/8 11:28,white_screen,NULL,,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,33,121912,0.0-6.0-0.4,5398551,control,2025/8/8 11:24,2025/8/8 11:28,start_screen,977,<p>準備ができたらスペースキーを押してください。課題が始まります。</p>, ,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,34,122914,0.0-6.0-1.4,5398551,control,2025/8/8 11:24,2025/8/8 11:28,fixation,NULL,"<p style=""font-size:48px;"">+</p>",NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,35,125231,0.0-6.0-2.4,5398551,control,2025/8/8 11:24,2025/8/8 11:28,rt_trial,2317,"<div id=""fixation"" style=""font-size: 48px;"">+</div>",tab,NULL,rt_trial,main,2025
NULL,html-keyboard-response,36,125732,0.0-6.0-3.4,5398551,control,2025/8/8 11:24,2025/8/8 11:28,white_screen,NULL,,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,37,126275,0.0-6.0-0.5,5398551,control,2025/8/8 11:24,2025/8/8 11:28,start_screen,542,<p>準備ができたらスペースキーを押してください。課題が始まります。</p>, ,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,38,127275,0.0-6.0-1.5,5398551,control,2025/8/8 11:24,2025/8/8 11:28,fixation,NULL,"<p style=""font-size:48px;"">+</p>",NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,39,129677,0.0-6.0-2.5,5398551,control,2025/8/8 11:24,2025/8/8 11:28,rt_trial,2401,"<div id=""fixation"" style=""font-size: 48px;"">+</div>",tab,NULL,rt_trial,main,2100
NULL,html-keyboard-response,40,130178,0.0-6.0-3.5,5398551,control,2025/8/8 11:24,2025/8/8 11:28,white_screen,NULL,,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,41,130557,0.0-6.0-0.6,5398551,control,2025/8/8 11:24,2025/8/8 11:28,start_screen,378,<p>準備ができたらスペースキーを押してください。課題が始まります。</p>, ,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,42,131558,0.0-6.0-1.6,5398551,control,2025/8/8 11:24,2025/8/8 11:28,fixation,NULL,"<p style=""font-size:48px;"">+</p>",NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,43,134083,0.0-6.0-2.6,5398551,control,2025/8/8 11:24,2025/8/8 11:28,rt_trial,2525,"<div id=""fixation"" style=""font-size: 48px;"">+</div>",tab,NULL,rt_trial,main,2239
NULL,html-keyboard-response,44,134584,0.0-6.0-3.6,5398551,control,2025/8/8 11:24,2025/8/8 11:28,white_screen,NULL,,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,45,134985,0.0-6.0-0.7,5398551,control,2025/8/8 11:24,2025/8/8 11:28,start_screen,400,<p>準備ができたらスペースキーを押してください。課題が始まります。</p>, ,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,46,135987,0.0-6.0-1.7,5398551,control,2025/8/8 11:24,2025/8/8 11:28,fixation,NULL,"<p style=""font-size:48px;"">+</p>",NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,47,139160,0.0-6.0-2.7,5398551,control,2025/8/8 11:24,2025/8/8 11:28,rt_trial,3172,"<div id=""fixation"" style=""font-size: 48px;"">+</div>",tab,NULL,rt_trial,main,2851
NULL,html-keyboard-response,48,139661,0.0-6.0-3.7,5398551,control,2025/8/8 11:24,2025/8/8 11:28,white_screen,NULL,,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,49,140029,0.0-6.0-0.8,5398551,control,2025/8/8 11:24,2025/8/8 11:28,start_screen,368,<p>準備ができたらスペースキーを押してください。課題が始まります。</p>, ,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,50,141030,0.0-6.0-1.8,5398551,control,2025/8/8 11:24,2025/8/8 11:28,fixation,NULL,"<p style=""font-size:48px;"">+</p>",NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,51,142878,0.0-6.0-2.8,5398551,control,2025/8/8 11:24,2025/8/8 11:28,rt_trial,1848,"<div id=""fixation"" style=""font-size: 48px;"">+</div>",tab,NULL,rt_trial,main,1502
NULL,html-keyboard-response,52,143380,0.0-6.0-3.8,5398551,control,2025/8/8 11:24,2025/8/8 11:28,white_screen,NULL,,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,53,143816,0.0-6.0-0.9,5398551,control,2025/8/8 11:24,2025/8/8 11:28,start_screen,436,<p>準備ができたらスペースキーを押してください。課題が始まります。</p>, ,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,54,144817,0.0-6.0-1.9,5398551,control,2025/8/8 11:24,2025/8/8 11:28,fixation,NULL,"<p style=""font-size:48px;"">+</p>",NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,55,147464,0.0-6.0-2.9,5398551,control,2025/8/8 11:24,2025/8/8 11:28,rt_trial,2647,"<div id=""fixation"" style=""font-size: 48px;"">+</div>",tab,NULL,rt_trial,main,2341
NULL,html-keyboard-response,56,147965,0.0-6.0-3.9,5398551,control,2025/8/8 11:24,2025/8/8 11:28,white_screen,NULL,,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,57,148394,0.0-6.0-0.10,5398551,control,2025/8/8 11:24,2025/8/8 11:28,start_screen,429,<p>準備ができたらスペースキーを押してください。課題が始まります。</p>, ,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,58,149395,0.0-6.0-1.10,5398551,control,2025/8/8 11:24,2025/8/8 11:28,fixation,NULL,"<p style=""font-size:48px;"">+</p>",NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,59,151770,0.0-6.0-2.10,5398551,control,2025/8/8 11:24,2025/8/8 11:28,rt_trial,2375,"<div id=""fixation"" style=""font-size: 48px;"">+</div>",tab,NULL,rt_trial,main,2082
NULL,html-keyboard-response,60,152272,0.0-6.0-3.10,5398551,control,2025/8/8 11:24,2025/8/8 11:28,white_screen,NULL,,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,61,152536,0.0-6.0-0.11,5398551,control,2025/8/8 11:24,2025/8/8 11:28,start_screen,264,<p>準備ができたらスペースキーを押してください。課題が始まります。</p>, ,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,62,153542,0.0-6.0-1.11,5398551,control,2025/8/8 11:24,2025/8/8 11:28,fixation,NULL,"<p style=""font-size:48px;"">+</p>",NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,63,156476,0.0-6.0-2.11,5398551,control,2025/8/8 11:24,2025/8/8 11:28,rt_trial,2934,"<div id=""fixation"" style=""font-size: 48px;"">+</div>",tab,NULL,rt_trial,main,2657
NULL,html-keyboard-response,64,156977,0.0-6.0-3.11,5398551,control,2025/8/8 11:24,2025/8/8 11:28,white_screen,NULL,,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,65,157354,0.0-6.0-0.12,5398551,control,2025/8/8 11:24,2025/8/8 11:28,start_screen,376,<p>準備ができたらスペースキーを押してください。課題が始まります。</p>, ,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,66,158355,0.0-6.0-1.12,5398551,control,2025/8/8 11:24,2025/8/8 11:28,fixation,NULL,"<p style=""font-size:48px;"">+</p>",NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,67,159986,0.0-6.0-2.12,5398551,control,2025/8/8 11:24,2025/8/8 11:28,rt_trial,1631,"<div id=""fixation"" style=""font-size: 48px;"">+</div>",tab,NULL,rt_trial,main,1307
NULL,html-keyboard-response,68,160494,0.0-6.0-3.12,5398551,control,2025/8/8 11:24,2025/8/8 11:28,white_screen,NULL,,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,69,160790,0.0-6.0-0.13,5398551,control,2025/8/8 11:24,2025/8/8 11:28,start_screen,296,<p>準備ができたらスペースキーを押してください。課題が始まります。</p>, ,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,70,161791,0.0-6.0-1.13,5398551,control,2025/8/8 11:24,2025/8/8 11:28,fixation,NULL,"<p style=""font-size:48px;"">+</p>",NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,71,163486,0.0-6.0-2.13,5398551,control,2025/8/8 11:24,2025/8/8 11:28,rt_trial,1695,"<div id=""fixation"" style=""font-size: 48px;"">+</div>",tab,NULL,rt_trial,main,1396
NULL,html-keyboard-response,72,163989,0.0-6.0-3.13,5398551,control,2025/8/8 11:24,2025/8/8 11:28,white_screen,NULL,,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,73,164315,0.0-6.0-0.14,5398551,control,2025/8/8 11:24,2025/8/8 11:28,start_screen,325,<p>準備ができたらスペースキーを押してください。課題が始まります。</p>, ,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,74,165315,0.0-6.0-1.14,5398551,control,2025/8/8 11:24,2025/8/8 11:28,fixation,NULL,"<p style=""font-size:48px;"">+</p>",NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,75,168021,0.0-6.0-2.14,5398551,control,2025/8/8 11:24,2025/8/8 11:28,rt_trial,2705,"<div id=""fixation"" style=""font-size: 48px;"">+</div>",tab,NULL,rt_trial,main,2423
NULL,html-keyboard-response,76,168522,0.0-6.0-3.14,5398551,control,2025/8/8 11:24,2025/8/8 11:28,white_screen,NULL,,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,77,168886,0.0-6.0-0.15,5398551,control,2025/8/8 11:24,2025/8/8 11:28,start_screen,363,<p>準備ができたらスペースキーを押してください。課題が始まります。</p>, ,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,78,169886,0.0-6.0-1.15,5398551,control,2025/8/8 11:24,2025/8/8 11:28,fixation,NULL,"<p style=""font-size:48px;"">+</p>",NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,79,172771,0.0-6.0-2.15,5398551,control,2025/8/8 11:24,2025/8/8 11:28,rt_trial,2884,"<div id=""fixation"" style=""font-size: 48px;"">+</div>",tab,NULL,rt_trial,main,2562
NULL,html-keyboard-response,80,173272,0.0-6.0-3.15,5398551,control,2025/8/8 11:24,2025/8/8 11:28,white_screen,NULL,,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,81,173565,0.0-6.0-0.16,5398551,control,2025/8/8 11:24,2025/8/8 11:28,start_screen,292,<p>準備ができたらスペースキーを押してください。課題が始まります。</p>, ,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,82,174566,0.0-6.0-1.16,5398551,control,2025/8/8 11:24,2025/8/8 11:28,fixation,NULL,"<p style=""font-size:48px;"">+</p>",NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,83,177616,0.0-6.0-2.16,5398551,control,2025/8/8 11:24,2025/8/8 11:28,rt_trial,3050,"<div id=""fixation"" style=""font-size: 48px;"">+</div>",tab,NULL,rt_trial,main,2750
NULL,html-keyboard-response,84,178118,0.0-6.0-3.16,5398551,control,2025/8/8 11:24,2025/8/8 11:28,white_screen,NULL,,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,85,178457,0.0-6.0-0.17,5398551,control,2025/8/8 11:24,2025/8/8 11:28,start_screen,339,<p>準備ができたらスペースキーを押してください。課題が始まります。</p>, ,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,86,179458,0.0-6.0-1.17,5398551,control,2025/8/8 11:24,2025/8/8 11:28,fixation,NULL,"<p style=""font-size:48px;"">+</p>",NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,87,181867,0.0-6.0-2.17,5398551,control,2025/8/8 11:24,2025/8/8 11:28,rt_trial,2409,"<div id=""fixation"" style=""font-size: 48px;"">+</div>",tab,NULL,rt_trial,main,2118
NULL,html-keyboard-response,88,182369,0.0-6.0-3.17,5398551,control,2025/8/8 11:24,2025/8/8 11:28,white_screen,NULL,,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,89,182682,0.0-6.0-0.18,5398551,control,2025/8/8 11:24,2025/8/8 11:28,start_screen,313,<p>準備ができたらスペースキーを押してください。課題が始まります。</p>, ,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,90,183684,0.0-6.0-1.18,5398551,control,2025/8/8 11:24,2025/8/8 11:28,fixation,NULL,"<p style=""font-size:48px;"">+</p>",NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,91,186253,0.0-6.0-2.18,5398551,control,2025/8/8 11:24,2025/8/8 11:28,rt_trial,2569,"<div id=""fixation"" style=""font-size: 48px;"">+</div>",tab,NULL,rt_trial,main,2270
NULL,html-keyboard-response,92,186754,0.0-6.0-3.18,5398551,control,2025/8/8 11:24,2025/8/8 11:28,white_screen,NULL,,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,93,187065,0.0-6.0-0.19,5398551,control,2025/8/8 11:24,2025/8/8 11:28,start_screen,311,<p>準備ができたらスペースキーを押してください。課題が始まります。</p>, ,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,94,188066,0.0-6.0-1.19,5398551,control,2025/8/8 11:24,2025/8/8 11:28,fixation,NULL,"<p style=""font-size:48px;"">+</p>",NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,95,189758,0.0-6.0-2.19,5398551,control,2025/8/8 11:24,2025/8/8 11:28,rt_trial,1692,"<div id=""fixation"" style=""font-size: 48px;"">+</div>",tab,NULL,rt_trial,main,1351
NULL,html-keyboard-response,96,190259,0.0-6.0-3.19,5398551,control,2025/8/8 11:24,2025/8/8 11:28,white_screen,NULL,,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,97,190540,0.0-6.0-0.20,5398551,control,2025/8/8 11:24,2025/8/8 11:28,start_screen,281,<p>準備ができたらスペースキーを押してください。課題が始まります。</p>, ,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,98,191541,0.0-6.0-1.20,5398551,control,2025/8/8 11:24,2025/8/8 11:28,fixation,NULL,"<p style=""font-size:48px;"">+</p>",NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,99,194676,0.0-6.0-2.20,5398551,control,2025/8/8 11:24,2025/8/8 11:28,rt_trial,3135,"<div id=""fixation"" style=""font-size: 48px;"">+</div>",tab,NULL,rt_trial,main,2837
NULL,html-keyboard-response,100,195186,0.0-6.0-3.20,5398551,control,2025/8/8 11:24,2025/8/8 11:28,white_screen,NULL,,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,101,195475,0.0-6.0-0.21,5398551,control,2025/8/8 11:24,2025/8/8 11:28,start_screen,289,<p>準備ができたらスペースキーを押してください。課題が始まります。</p>, ,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,102,196477,0.0-6.0-1.21,5398551,control,2025/8/8 11:24,2025/8/8 11:28,fixation,NULL,"<p style=""font-size:48px;"">+</p>",NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,103,199088,0.0-6.0-2.21,5398551,control,2025/8/8 11:24,2025/8/8 11:28,rt_trial,2611,"<div id=""fixation"" style=""font-size: 48px;"">+</div>",tab,NULL,rt_trial,main,2291
NULL,html-keyboard-response,104,199590,0.0-6.0-3.21,5398551,control,2025/8/8 11:24,2025/8/8 11:28,white_screen,NULL,,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,105,199880,0.0-6.0-0.22,5398551,control,2025/8/8 11:24,2025/8/8 11:28,start_screen,290,<p>準備ができたらスペースキーを押してください。課題が始まります。</p>, ,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,106,200882,0.0-6.0-1.22,5398551,control,2025/8/8 11:24,2025/8/8 11:28,fixation,NULL,"<p style=""font-size:48px;"">+</p>",NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,107,203234,0.0-6.0-2.22,5398551,control,2025/8/8 11:24,2025/8/8 11:28,rt_trial,2352,"<div id=""fixation"" style=""font-size: 48px;"">+</div>",tab,NULL,rt_trial,main,2019
NULL,html-keyboard-response,108,203735,0.0-6.0-3.22,5398551,control,2025/8/8 11:24,2025/8/8 11:28,white_screen,NULL,,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,109,204002,0.0-6.0-0.23,5398551,control,2025/8/8 11:24,2025/8/8 11:28,start_screen,267,<p>準備ができたらスペースキーを押してください。課題が始まります。</p>, ,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,110,205004,0.0-6.0-1.23,5398551,control,2025/8/8 11:24,2025/8/8 11:28,fixation,NULL,"<p style=""font-size:48px;"">+</p>",NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,111,206742,0.0-6.0-2.23,5398551,control,2025/8/8 11:24,2025/8/8 11:28,rt_trial,1738,"<div id=""fixation"" style=""font-size: 48px;"">+</div>",tab,NULL,rt_trial,main,1450
NULL,html-keyboard-response,112,207244,0.0-6.0-3.23,5398551,control,2025/8/8 11:24,2025/8/8 11:28,white_screen,NULL,,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,113,207515,0.0-6.0-0.24,5398551,control,2025/8/8 11:24,2025/8/8 11:28,start_screen,271,<p>準備ができたらスペースキーを押してください。課題が始まります。</p>, ,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,114,208516,0.0-6.0-1.24,5398551,control,2025/8/8 11:24,2025/8/8 11:28,fixation,NULL,"<p style=""font-size:48px;"">+</p>",NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,115,211453,0.0-6.0-2.24,5398551,control,2025/8/8 11:24,2025/8/8 11:28,rt_trial,2937,"<div id=""fixation"" style=""font-size: 48px;"">+</div>",tab,NULL,rt_trial,main,2654
NULL,html-keyboard-response,116,211955,0.0-6.0-3.24,5398551,control,2025/8/8 11:24,2025/8/8 11:28,white_screen,NULL,,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,117,212218,0.0-6.0-0.25,5398551,control,2025/8/8 11:24,2025/8/8 11:28,start_screen,262,<p>準備ができたらスペースキーを押してください。課題が始まります。</p>, ,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,118,213219,0.0-6.0-1.25,5398551,control,2025/8/8 11:24,2025/8/8 11:28,fixation,NULL,"<p style=""font-size:48px;"">+</p>",NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,119,215821,0.0-6.0-2.25,5398551,control,2025/8/8 11:24,2025/8/8 11:28,rt_trial,2601,"<div id=""fixation"" style=""font-size: 48px;"">+</div>",tab,NULL,rt_trial,main,2290
NULL,html-keyboard-response,120,216322,0.0-6.0-3.25,5398551,control,2025/8/8 11:24,2025/8/8 11:28,white_screen,NULL,,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,121,216644,0.0-6.0-0.26,5398551,control,2025/8/8 11:24,2025/8/8 11:28,start_screen,321,<p>準備ができたらスペースキーを押してください。課題が始まります。</p>, ,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,122,217645,0.0-6.0-1.26,5398551,control,2025/8/8 11:24,2025/8/8 11:28,fixation,NULL,"<p style=""font-size:48px;"">+</p>",NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,123,220920,0.0-6.0-2.26,5398551,control,2025/8/8 11:24,2025/8/8 11:28,rt_trial,3274,"<div id=""fixation"" style=""font-size: 48px;"">+</div>",tab,NULL,rt_trial,main,2958
NULL,html-keyboard-response,124,221421,0.0-6.0-3.26,5398551,control,2025/8/8 11:24,2025/8/8 11:28,white_screen,NULL,,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,125,221673,0.0-6.0-0.27,5398551,control,2025/8/8 11:24,2025/8/8 11:28,start_screen,252,<p>準備ができたらスペースキーを押してください。課題が始まります。</p>, ,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,126,222675,0.0-6.0-1.27,5398551,control,2025/8/8 11:24,2025/8/8 11:28,fixation,NULL,"<p style=""font-size:48px;"">+</p>",NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,127,224378,0.0-6.0-2.27,5398551,control,2025/8/8 11:24,2025/8/8 11:28,rt_trial,1703,"<div id=""fixation"" style=""font-size: 48px;"">+</div>",tab,NULL,rt_trial,main,1369
