"ID","condition","order","time","probe_interval","response","response_time_for_beep","trial_text"
"5041386","outline","0","32631","28000","output","1383","ここはネズミの国で"
"367640","outline","8","276646","19000","planning","1093","高校生の武田茂は戦国シミュレーションゲームにハマっていた。
あまりにも好きすぎて徹夜することもしばしばあり、この日も茂は徹夜でゲームをし、そのまま眠ってしまった。
茂が目覚めるとそこは自宅ではなく、なぜか森の中。
何かのイタズラと思いつつ、山中を彷徨っていると人と出会う。
しかしその人の服装は異常だった。
古くてボロい着物を着ており、明らかに現代日本人ではない。
話してみると言葉は一応通じるが、やはり現代日本語と異なっている。
ここはどこかと尋ねてみると、なんと甲斐の国だという。
治めているのは武田信玄で、戦国時代の真っただ中に転生してしまったことに茂のは気づくのだった。

茂は武田信玄が大好きで、ゲームでも武田信玄を選ぶことが多かった。
それだ"
"6169624","outline","6","201372","16000","output","670","サッカーが嫌いだということは、実は賢いという人間であれば堅実な内容であると言えます。世の中汚いビジネスに侵されており、とにかく鬱陶しさは否めないというのが実情です。またこういった偏向傾向を生んだのは、金儲けに目がくらんだマスコミそのものであり、嫌いなものをとことん見たくない人間を破滅させることはみじんも理解していないと考えられます。ゆえに美的センスに欠ける内容は、自分自身で排除して欠航であり、稚拙なスポーツニュースは一切見聞きしないというのが賢い人が行うべき行動なのです。同時に世の中に振り回されることを防ぐには、自分自身で好きなものを優先させて自ら生きるということが大事にｎ"
"2259197","outline","2","79574","19000","planning","2017","なんで俺がこんな思いをしなければならないんだ。"
"769122","outline","0","53071","45000","output","1102","黒猫のミーは臆病な男の子。森の中で1人で過ごしていたけれど、そんな彼にもどうしてもわすれられな"
"5041386","outline","1","66423","30000","output","1471","ここはネズミの国です。ネズミたちの仲間が平和にのびのび暮らしていました。
しかしある時から、ドラ猫のどーらｇ"
"367640","outline","9","298798","19000","output","1010","高校生の武田茂は戦国シミュレーションゲームにハマっていた。
あまりにも好きすぎて徹夜することもしばしばあり、この日も茂は徹夜でゲームをし、そのまま眠ってしまった。
茂が目覚めるとそこは自宅ではなく、なぜか森の中。
何かのイタズラと思いつつ、山中を彷徨っていると人と出会う。
しかしその人の服装は異常だった。
古くてボロい着物を着ており、明らかに現代日本人ではない。
話してみると言葉は一応通じるが、やはり現代日本語と異なっている。
ここはどこかと尋ねてみると、なんと甲斐の国だという。
治めているのは武田信玄で、戦国時代の真っただ中に転生してしまったことに茂のは気づくのだった。

茂は武田信玄が大好きで、ゲームでも武田信玄を選ぶことが多かった。
そういった経緯から茂は武田信玄率いる武田家を盛り立てていこうとかんがえる"
"5924178","outline","0","43559","40000","output","1243","太郎君はお母さんに一人でスーパーに行ってりんごをに買ってきてと頼まれた。
"
"1034994","outline","1","83366","40000","planning","2147",
"1451340","outline","0","50515","45000","output","2673","ある川の中に一匹の真っ黒い鯉が住んでいたが、周りの鯉たちはとてもきれいな柄をしており"
"769122","outline","1","83839","26000","output","871","黒猫のミーは臆病な男の子。森の中で1人で過ごしていたけれど、そんな彼にもどうしても忘れられない出会いがありました。それが、子猫の頃にお花を摘みにやってきた女の子です。"
"367640","outline","10","323295","21000","output","1703","高校生の武田茂は戦国シミュレーションゲームにハマっていた。
あまりにも好きすぎて徹夜することもしばしばあり、この日も茂は徹夜でゲームをし、そのまま眠ってしまった。
茂が目覚めるとそこは自宅ではなく、なぜか森の中。
何かのイタズラと思いつつ、山中を彷徨っていると人と出会う。
しかしその人の服装は異常だった。
古くてボロい着物を着ており、明らかに現代日本人ではない。
話してみると言葉は一応通じるが、やはり現代日本語と異なっている。
ここはどこかと尋ねてみると、なんと甲斐の国だという。
治めているのは武田信玄で、戦国時代の真っただ中に転生してしまったことに茂のは気づくのだった。

茂は武田信玄が大好きで、ゲームでも武田信玄を選ぶことが多かった。
そういった経緯から茂は武田信玄率いる武田家を盛り立てていこうと考える。
しかし問題はどうやって武田家にツテを作るかだ。
"
"5924178","outline","1","63583","17000","output","1460","太郎はお母さんに一人でスーパーに行ってりんごをに買ってきてと頼まれた。
それは、5歳の太郎の初めてのお使いだった"
"6169624","outline","7","247651","44000","output","833","＜人はなぜつまらないスポーツなｄ＞
サッカーが嫌いだということは、実は賢いという人間であれば堅実な内容であると言えます。世の中汚いビジネスに侵されており、とにかく鬱陶しさは否めないというのが実情です。またこういった偏向傾向を生んだのは、金儲けに目がくらんだマスコミそのものであり、嫌いなものをとことん見たくない人間を破滅させることはみじんも理解していないと考えられます。ゆえに美的センスに欠ける内容は、自分自身で排除して欠航であり、稚拙なスポーツニュースは一切見聞きしないというのが賢い人が行うべき行動なのです。同時に世の中に振り回されることを防ぐには、自分自身で好きなものを優先させて自ら生きるということが大事になってきます。人間らしく生きるには、人間自身が自らを証明しなければなりません。"
"2259197","outline","3","121735","38000","planning","1847","なんで俺がこんな思いをしなければならないんだ。こうなったらやられるよりやる側に立って、他の人間にも同じ思い"
"1034994","outline","2","112681","24000","planning","1820","目を開けた瞬間、直哉は息を呑んだ。
　頭上には、見たこともないほど青く澄んだ空。木々は高くそびえ、葉の間からこぼれる光は金色に輝いていた。
　??ここは、どこだ？
　最後に覚えているのは、深夜まで残業して、帰宅途中に急な眠気に襲われたことだけ。

　足音がした。振り返ると、そこには一人の少女が立っていた。
　淡い銀色の髪に、湖のような瞳。背には、淡く光を放つ羽のようなものが揺れている。
「あなた……人間？」
　少女の声は透き通っていたが、その瞳には警戒の色があった。

　突然、矢が飛んできた。少女は瞬時に手をかざし、空中で矢は氷の結晶となって砕け散る。
「急いで！　精霊たちが狙われているの！」
　そう告げると、彼女は駆け出した。直哉は訳も分からぬまま、その後を追った。"
"5041386","outline","2","106855","37000","output","1431","ここはネズミの国です。ネズミたちの仲間が平和にのびのび暮らしていました。
その国に、ネズミのしょうね
しかしある時から、ドラ猫のドーラが国にやってきて大暴れしました。
"
"769122","outline","2","106583","19000","output","887","黒猫のミーは臆病な男の子。森の中で1人で過ごしていたけれど、そんな彼にもどうしても忘れられない出会いがありました。それが、子猫の頃に森にお花を摘みにやってきた女の子です。
めったに人経訪れない"
"1451340","outline","1","75295","20000","revision","1232","ある川の中に一匹の真っ黒い鯉が住んでいたが、周りの鯉たちはとてもきれいな柄をしておりそれをみた黒い鯉はなや"
"5144214","outline","0","35439","30000","output","1636","太郎は、どこにでもいるような平凡なサラリーマンだった。
太郎は、いつも通りｓ"
"2259197","outline","4","145127","19000","planning","2017","なんで俺がこんな思いをしなければならないんだ。こうなったらやられるよりやる側に立って、他の人間にも同じ思いを味わわせてやる。"
"5924178","outline","2","90999","25000","output","1181","太郎はお母さんに一人でスーパーに行ってりんごをに買ってきてと頼まれた。
それは、5歳の太郎の初めてのお使いだった。
人見知りで恥ずかしがり屋の太郎は一人でおつかいができるか不安だったが、大好き"
"1610899","outline","0","49224","41000","output","3525","ある日、人間の家の中で、体の線が細く、真っ白な蜘蛛が生まれました。その白"
"6169624","outline","8","278283","28000","revision","1040","＜人はなぜつまらないスポーツに関心を示してしまうのか？＞
サッカーが嫌いだということは、実は賢いという人間であれば堅実な内容であると言えます。世の中はとにかく汚いビジネスに侵されており、とにかく鬱陶しさは否めないというのが実情です。またこういった偏向傾向を生んだのは、金儲けに目がくらんだマスコミそのものであり、嫌いなものをとことん見たくない人間を破滅させることはみじんも理解していないと考えられます。ゆえに美的センスに欠ける内容は、自分自身で排除して欠航であり、稚拙なスポーツニュースは一切見聞きしないというのが賢い人が行うべき行動なのです。同時に世の中に振り回されることを防ぐには、自分自身で好きなものを優先させて自ら生きるということが大事になってきます。人間らしく生きるには、人間自身が自らを証明しなければなりません。"
"5041386","outline","3","129191","19000","output","1068","ここはネズミの国です。ネズミたちの仲間が平和にのびのび暮らしていました。
その国に、ネズミの少年チュウタがいました。
しかしある時から、ドラ猫のドーラが国にやってきて大暴れしました。
"
"367640","outline","11","362654","36000","planning","1378","高校生の武田茂は戦国シミュレーションゲームにハマっていた。
あまりにも好きすぎて徹夜することもしばしばあり、この日も茂は徹夜でゲームをし、そのまま眠ってしまった。
茂が目覚めるとそこは自宅ではなく、なぜか森の中。
何かのイタズラと思いつつ、山中を彷徨っていると人と出会う。
しかしその人の服装は異常だった。
古くてボロい着物を着ており、明らかに現代日本人ではない。
話してみると言葉は一応通じるが、やはり現代日本語と異なっている。
ここはどこかと尋ねてみると、なんと甲斐の国だという。
治めているのは武田信玄で、戦国時代の真っただ中に転生してしまったことに茂のは気づくのだった。

茂は武田信玄が大好きで、ゲームでも武田信玄を選ぶことが多かった。
そういった経緯から茂は武田信玄率いる武田家を盛り立てていこうと考える。
しかし問題はどうやって武田家にツテを作るかだ。
"
"1034994","outline","3","148446","32000","planning","2062","目を開けた瞬間、直哉は息を呑んだ。
　頭上には、見たこともないほど青く澄んだ空。木々は高くそびえ、葉の間からこぼれる光は金色に輝いていた。
　ここは、どこだ？
　最後に覚えているのは、深夜まで残業して、帰宅途中に急な眠気に襲われたことだけ。

　足音がした。振り返ると、そこには一人の少女が立っていた。
　淡い銀色の髪に、湖のような瞳。背には、淡く光を放つ羽のようなものが揺れている。
「あなた……人間？」
　少女の声は透き通っていたが、その瞳には警戒の色があった。

　突然、矢が飛んできた。少女は瞬時に手をかざし、空中で矢は氷の結晶となって砕け散る。
「急いで！　精霊たちが狙われているの！」
　そう告げると、彼女は駆け出した。直哉は訳も分からぬまま、その後を追った。
少女の名はリィナ。森に棲む精霊たちの守護者であり、人間の狩人たちから彼らを守っているという。
　直哉は、彼女の真っ直ぐな信念に心を打たれ、共に旅をすることを決意する。

　旅の道中、二人は獣人の村、地下に暮らすドワーフ、天空の浮島に住む翼人など、さまざまな種族と出会う。
　しかしどの地にも、人間による精霊狩りの影が忍び寄っていた。
　それぞれの種族には、戦わざるを得ない事情や深い悲しみがあった。"
"6169624","outline","9","297054","16000","revision","1233","＜人はなぜつまらないスポーツに関心を示してしまうのか？＞
サッカーが嫌いだということは、実は賢いという人間であれば堅実な内容であると言えます。世の中はとにかく汚いビジネスに侵されており、鬱陶しさが否めないというのが実情です。またこういった偏向傾向を生んだのは、金儲けに目がくらんだマスコミそのものであり、嫌いなものをとことん見たくない人間を破滅させることはみじんも理解していないと考えられます。ゆえに美的センスに欠ける内容は、自分自身で排除して欠航であり、稚拙なスポーツニュースは一切見聞きしないというのが賢い人が行うべき行動なのです。同時に世の中に振り回されることを防ぐには、自分自身で好きなものを優先させて自ら生きるということが大事になってきます。人間らしく生きるには、人間自身が自らを証明しなければなりません。"
"1451340","outline","2","111721","32000","output","2049","ある川の中に一匹の真っ黒い鯉が住んでいたが、周りの鯉たちはとてもきれいな柄をしておりそれをみた黒い鯉は悩んでいた。
ある日、大雨が何日も降り注ぎ、かわが"
"5924178","outline","3","120574","27000","output","1275","太郎はお母さんに一人でスーパーに行ってりんごをに買ってきてと頼まれた。
それは、5歳の太郎の初めてのお使いだった。
人見知りで恥ずかしがり屋の太郎は一人でおつかいができるか不安だったが、大好きなお母さんのため、おつかいに行く事を決意する。
お母さんからおかねをうｋ"
"769122","outline","3","150886","38000","output","823","黒猫のミーは臆病な男の子。森の中で1人で過ごしていたけれど、そんな彼にもどうしても忘れられない出会いがありました。それが、子猫の頃に森にお花を摘みにやってきた女の子です。
その様子を木陰からじっと見守っていましたが、子猫の陰に気づいた女の子が"
"1610899","outline","1","82935","29000","revision","3061","ある日、人間の家の中で、体の線が細くて柔らかい、真っ白な蜘蛛が生まれました。その白蜘蛛は"
"5144214","outline","1","84631","44000","output","1827","太郎は、どこにでもいるような平凡なサラリーマンだった。
太郎は、いつも通り仕事を終え、いつものスーパーに寄った後、家に帰った。
家に帰った太郎は、玄関の前に、身に覚えのないにもつが"
"5081515","outline","0","37494","32000","output","2194","私の住んでいる場所は地面の上だった。暑い時も、寒い時も、ずっと"
"1451340","outline","3","136013","19000","output","1106","ある川の中に一匹の真っ黒い鯉が住んでいたが、周りの鯉たちはとてもきれいな柄をしておりそれをみた黒い鯉は悩んでいた。
ある日、大雨が何日も降り注ぎ、住んでいた川があふれかえり"
"5041386","outline","4","170799","38000","other","1710","ここはネズミの国です。ネズミたちの仲間が平和にのびのび暮らしていました。
その国に、ネズミの少年チュウタがいました。チュウタは他のネズミより体が小さいことにコンプレックスを持っていましたが、友達に恵まれそれなりに楽しく暮らしていました
しかしある時から、ドラ猫のドーラが国にやってきて大暴れしました。
"
"6169624","outline","10","328586","28000","revision","457","＜人はなぜつまらないスポーツに関心を示してしまうのか？＞
サッカーが嫌いだということは、実は賢いという人間であれば堅実な内容であると言えます。世の中はとにかく汚いビジネスに侵されており、鬱陶しさが否めないというのが実情です。またこういった偏向傾向を生んだのは、金儲けに目がくらんだマスコミそのものであり、嫌いなものをとことん見たくない人間を破滅させることはみじんも理解していないと考えられます。それから美的センスに欠ける内容は、自分自身で排除して欠航であり、稚拙なスポーツニュースは一切見聞きしないというのが賢い人が行うべき行動なのです。同時に世の中に振り回されることを防ぐには、自分自身で好きなものを優先させて自ら生きるということが大事になってきます。人間らしく生きるには、人間自身が自らを証明しなければなりません。"
"367640","outline","12","407062","42000","planning","1334","高校生の武田茂は戦国シミュレーションゲームにハマっていた。
あまりにも好きすぎて徹夜することもしばしばあり、この日も茂は徹夜でゲームをし、そのまま眠ってしまった。
茂が目覚めるとそこは自宅ではなく、なぜか森の中。
何かのイタズラと思いつつ、山中を彷徨っていると人と出会う。
しかしその人の服装は異常だった。
古くてボロい着物を着ており、明らかに現代日本人ではない。
話してみると言葉は一応通じるが、やはり現代日本語と異なっている。
ここはどこかと尋ねてみると、なんと甲斐の国だという。
治めているのは武田信玄で、戦国時代の真っただ中に転生してしまったことに茂のは気づくのだった。

茂は武田信玄が大好きで、ゲームでも武田信玄を選ぶことが多かった。
そういった経緯から茂は武田信玄率いる武田家を盛り立てていこうと考える。
しかし問題はどうやって武田家にツテを作るかだ。
"
"769122","outline","4","176606","22000","output","850","黒猫のミーは臆病な男の子。森の中で1人で過ごしていたけれど、そんな彼にもどうしても忘れられない出会いがありました。それが、子猫の頃に森にお花を摘みにやってきた女の子です。
その様子を木陰からじっと見守っていましたが、子猫の陰に気づいた女の子が優しく話しかけてくれました。その時に、こなこはじぶんが"
"5924178","outline","4","148391","25000","output","1387","太郎はお母さんに一人でスーパーに行ってりんごをに買ってきてと頼まれた。
それは、5歳の太郎の初めてのお使いだった。
人見知りで恥ずかしがり屋の太郎は一人でおつかいができるか不安だったが、大好きなお母さんのため、おつかいに行く事を決意する。
お母さんからお金を受け取り家を出た太郎、しかし、しばらく進むと初めてのおつかいの緊張のせいか、いつも行っているすーぱ"
"5144214","outline","2","111646","22000","output","2288","太郎は、どこにでもいるような平凡なサラリーマンだった。
太郎は、いつも通り仕事を終え、いつものスーパーに寄った後、家に帰った。
家に帰った太郎は、玄関の前に、身に覚えのないに荷物が届いていることに気づいた。
宛先を確認すると、"
"1034994","outline","4","196582","43000","planning","1941","目を開けた瞬間、直哉は息を呑んだ。
　頭上には、見たこともないほど青く澄んだ空。木々は高くそびえ、葉の間からこぼれる光は金色に輝いていた。
　ここは、どこだ？
　最後に覚えているのは、深夜まで残業して、帰宅途中に急な眠気に襲われたことだけ。

　足音がした。振り返ると、そこには一人の少女が立っていた。
　淡い銀色の髪に、湖のような瞳。背には、淡く光を放つ羽のようなものが揺れている。
「あなた……人間？」
　少女の声は透き通っていたが、その瞳には警戒の色があった。

　突然、矢が飛んできた。少女は瞬時に手をかざし、空中で矢は氷の結晶となって砕け散る。
「急いで！　精霊たちが狙われているの！」
　そう告げると、彼女は駆け出した。直哉は訳も分からぬまま、その後を追った。
少女の名はリィナ。森に棲む精霊たちの守護者であり、人間の狩人たちから彼らを守っているという。
　直哉は、彼女の真っ直ぐな信念に心を打たれ、共に旅をすることを決意する。

　旅の道中、二人は獣人の村、地下に暮らすドワーフ、天空の浮島に住む翼人など、さまざまな種族と出会う。
　しかしどの地にも、人間による精霊狩りの影が忍び寄っていた。
　それぞれの種族には、戦わざるを得ない事情や深い悲しみがあった。
やがて二人は、精霊を狙う黒衣の男??「影喰い」と呼ばれる存在と対峙する。
　彼は異世界の均衡を崩し、精霊の命を力に変えて世界を支配しようとしていた。
「直哉、お前は選べ。この世界を救うか、元の世界に戻るか」
　影喰いの言葉は、直哉の胸を突き刺す。

　戦いの果てに影喰いは倒れる。しかし、世界を救った後、精霊たちは彼に別れを告げる。
　リィナは笑顔を浮かべたが、その瞳にはわずかな涙が光っていた。
「……あなたの世界にも、きっと守るべきものがあるでしょう？」
直哉は元の世界に戻ることを選んだ。
　通勤電車の窓から見える景色は以前と変わらない。しかし、彼の心には異世界の森の風、仲間たちの笑い声、リィナの微笑みが残っていた。

　その日から、彼は小さな優しさを積み重ねるようになった。道端の花を守り、困っている人に手を差し伸べ、日常の中で精霊のような存在を見つけ出す。
　??あの世界で学んだことは、今も確かに生きている。"
"2100161","outline","0","28840","23000","output","2927","真っ白な猫が、したの"
"5041386","outline","5","191119","16000","revision","1253","ここはネズミの国です。ネズミたちの仲間が平和にのびのび暮らしていました。
その国に、ネズミの少年チュウタがいました。チュウタは他のネズミより体が小さいことにコンプレックスを持っていましたが、友達に恵まれそれなりに楽しく暮らしていました。

しかしある時、ドラ猫のドーラが国にやってきて大暴れしました。
"
"2592945","outline","0","41650","35000","planning","1944",
"367640","outline","13","424390","15000","planning","1207","高校生の武田茂は戦国シミュレーションゲームにハマっていた。
あまりにも好きすぎて徹夜することもしばしばあり、この日も茂は徹夜でゲームをし、そのまま眠ってしまった。
茂が目覚めるとそこは自宅ではなく、なぜか森の中。
何かのイタズラと思いつつ、山中を彷徨っていると人と出会う。
しかしその人の服装は異常だった。
古くてボロい着物を着ており、明らかに現代日本人ではない。
話してみると言葉は一応通じるが、やはり現代日本語と異なっている。
ここはどこかと尋ねてみると、なんと甲斐の国だという。
治めているのは武田信玄で、戦国時代の真っただ中に転生してしまったことに茂のは気づくのだった。

茂は武田信玄が大好きで、ゲームでも武田信玄を選ぶことが多かった。
そういった経緯から茂は武田信玄率いる武田家を盛り立てていこうと考える。
しかし問題はどうやって武田家にツテを作るかだ。
"
"1610899","outline","2","123928","35000","output","4190","ある日、人間の家の中で、体の線が細くて柔らかい、真っ白な蜘蛛が生まれました。その白蜘蛛は、人間の家の中で、暑い冬も寒い冬も、台風の日も、大雪の日も、か"
"6169624","outline","11","356122","25000","revision","955","＜人はなぜつまらないスポーツに関心を示してしまうのか？＞
サッカーが嫌いだということは、実は賢いという人間であれば堅実な内容であると言えます。世の中はとにかく汚いビジネスに侵されており、鬱陶しさが否めないというのが実情です。またこういった偏向傾向を生んだのは、金儲けに目がくらんだマスコミそのものであり、嫌いなものをとことん見たくない人間を破滅させることはみじんも理解していないと考えられます。それから美的センスに欠ける内容は、自分自身で排除して欠航であり、稚拙なスポーツニュースは一切見聞きしないというのが賢い人が行うべき行動なのです。同時に世の中に振り回されることを防ぐには、自分自身で好きなものを優先させて自ら生きるということが大事になってきます。人間らしく生きるには、人間自身が自らを証明しなければなりません。これが本当の面白さなのです。"
"1451340","outline","4","172727","33000","planning","1012","ある川の中に一匹の真っ黒い鯉が住んでいたが、周りの鯉たちはとてもきれいな柄をしておりそれをみた黒い鯉は悩んでいた。
ある日、大雨が何日も降り注ぎ、住んでいた川があふれかえり黒い鯉は流されてしまった。"
"5081515","outline","1","85079","43000","output","1592","私の住んでいる場所は地面の上だった。暑い時も、寒い時も、ずっと一人だった。ごはんも置かれるだけで、ひとり"
"169251","outline","0","45336","37000","planning","1773","チュウタは仲間のネズミ達を集めて演説を始めた。
「この」"
"1610899","outline","3","143455","16000","output","1703","ある日、人間の家の中で、体の線が細くて柔らかい、真っ白な蜘蛛が生まれました。その白蜘蛛は、暑い冬も寒い冬も、台風の日も、大雪の日も、人間の家の中で快適に暮らしていました。"
"5041386","outline","6","217999","22000","revision","1893","ここはネズミの国です。ネズミたちの仲間が平和にのびのび暮らしていました。
その国に、ネズミの少年チュウタがいました。チュウタは他のネズミより体が小さいことにコンプレックスを持っていましたが、友達に恵まれそれなりに楽しく暮らしていました。

しかしある時、ドラ猫のドーラが国にやってきて大暴れしました。
ドーラはネズミたちをわが物顔で
"
"5924178","outline","5","190071","39000","output","1523","太郎はお母さんに一人でスーパーに行ってりんごをに買ってきてと頼まれた。
それは、5歳の太郎の初めてのお使いだった。
人見知りで恥ずかしがり屋の太郎は一人でおつかいができるか不安だったが、大好きなお母さんのため、おつかいに行く事を決意する。
お母さんからお金を受け取り家を出た太郎、しかし、しばらく進むと初めてのおつかいの緊張のせいか、いつも行っているスーパーへの道がわからなくなってしまった。
周りは比較的人通りが多く、道を尋ねる事もでｋ"
"769122","outline","5","222526","40000","output","1481","黒猫のミーは臆病な男の子。森の中で1人で過ごしていたけれど、そんな彼にもどうしても忘れられない出会いがありました。それが、子猫の頃に森にお花を摘みにやってきた女の子です。
その様子を木陰からじっと見守っていましたが、子猫の陰に気づいた女の子が優しく話しかけてくれました。その時に、子猫は「ミー」という名前をもらったのです。
女のことはそれきりです、やがて月日は流れ、"
"1451340","outline","5","198747","20000","output","2087","ある川の中に一匹の真っ黒い鯉が住んでいたが、周りの鯉たちはとてもきれいな柄をしておりそれをみた黒い鯉は悩んでいた。
ある日、大雨が何日も降り注ぎ、住んでいた川があふれかえり黒い鯉は流されてしまった。
目が覚めたら"
"2100161","outline","1","69793","36000","output","3042","真っ白な猫が、下の世界を眺めています。「私と一緒にくらす人はｄ」"
"4415810","outline","0","46018","39000","output","1264","今日も都会の喧騒にうんざりとした彼は足取りも重く"
"5144214","outline","3","158455","42000","output","2124","太郎は、どこにでもいるような平凡なサラリーマンだった。
太郎は、いつも通り仕事を終え、いつものスーパーに寄った後、家に帰った。
家に帰った太郎は、玄関の前に、送り主不明の身に覚えのないに荷物が届いていることに気づいた。
宛先を確認すると、自分あてだったので、不思議に思いながらも、太郎は"
